0,0,0,0,0,0,0,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,4,4,3,0,normal
22,3,3,0,4,10,20,0,91,6,7,0,normal
51,2,2,0,0,3,51,0,1,1,1,0,normal
105,3,3,4,0,19,101,0,1,1,1,0,normal
17,3,3,0,4,6,15,0,8,6,6,0,normal
28,4,3,2,1,10,25,0,1,1,1,0,normal
73,3,3,4,1,12,71,0,4,4,3,0,normal
2,2,2,1,0,0,2,0,3,3,3,0,normal
35,3,3,2,2,12,32,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
13,2,2,0,2,5,12,0,2,2,2,0,normal
39,2,2,2,2,11,36,0,5,4,4,0,normal
69,6,6,2,2,9,62,0,3,2,2,0,normal
24,2,2,2,0,3,24,0,4,3,3,0,normal
15,2,2,0,2,6,14,0,7,5,5,0,normal
120,3,3,4,2,12,117,0,1,1,1,0,normal
29,4,4,0,4,12,26,0,3,3,3,0,normal
46,3,3,3,0,2,46,0,3,2,2,0,normal
48,4,4,2,2,7,44,0,4,3,4,0,normal
0,0,0,0,0,0,0,0,2,2,2,0,normal
105,6,6,2,2,22,128,0,33,4,4,0,normal
0,0,0,2,0,1,86,0,89,4,4,0,normal
0,0,0,2,2,11,158,0,167,7,7,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
0,0,0,0,2,15,55,0,61,6,6,0,normal
111,3,3,4,2,13,111,0,5,4,4,0,normal
152,6,5,2,7,12,160,0,17,6,6,0,normal
176,9,9,8,3,32,177,0,11,4,4,0,normal
19,3,3,0,4,8,17,0,8,6,6,0,normal
41,3,3,2,0,11,40,0,1,1,1,0,normal
9,3,3,6,8,19,149,0,154,9,9,0,normal
18,2,2,2,0,8,16,0,8,6,6,0,normal
39,4,4,3,4,12,35,0,0,0,0,0,normal
3,3,3,1,1,0,2,0,3,2,2,0,normal
10,2,2,0,1,3,9,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,3,3,3,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,3,2,2,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,2,2,2,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,2,2,2,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,2,2,2,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,2,2,2,0,normal
0,0,0,0,0,0,0,0,4,4,3,0,normal
0,0,0,0,0,0,0,0,2,2,2,0,normal
0,0,0,0,0,0,0,0,2,2,2,0,normal
11,2,2,0,2,5,10,0,3,3,3,0,normal
0,0,0,0,0,0,0,0,2,2,2,0,normal
0,0,0,0,0,0,0,0,5,5,4,0,normal
122,7,9,2,2,26,111,0,0,0,0,0,normal
13,2,2,0,2,5,12,0,3,3,3,0,normal
32,7,7,2,4,14,26,0,6,5,5,0,normal
50,4,4,4,0,11,48,0,1,1,1,0,normal
48,6,6,2,4,12,42,0,1,1,1,0,normal
33,5,5,2,2,7,28,0,5,5,5,0,normal
30,6,6,2,2,7,23,0,1,1,1,0,normal
40,3,2,2,1,10,37,0,1,1,1,0,normal
53,6,6,2,4,16,45,0,2,2,2,0,normal
75,4,4,2,4,27,71,0,1,1,1,0,normal
80,4,4,4,0,25,76,0,3,2,2,0,normal
12,2,2,0,2,4,11,0,2,2,2,0,normal
7,3,3,0,2,3,6,0,1,1,1,0,normal
26,3,3,1,0,13,26,0,0,0,0,0,normal
6,3,2,2,0,0,6,0,13,3,3,0,normal
60,5,4,1,0,2,53,0,1,1,1,0,normal
61,4,5,0,2,1,58,0,0,0,0,0,normal
23,2,2,2,0,8,21,0,2,2,2,0,normal
26,5,5,2,2,8,21,0,1,1,1,0,normal
29,2,2,0,2,10,28,0,1,1,1,0,normal
48,7,7,4,2,13,39,0,2,2,2,0,normal
61,4,4,3,4,20,61,0,3,3,3,0,normal
21,3,3,3,0,6,17,0,1,1,1,0,normal
56,6,6,4,4,18,46,0,2,2,2,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
42,7,7,1,6,15,35,0,3,3,3,0,normal
69,4,4,6,2,19,77,0,17,8,8,0,normal
0,0,0,0,0,0,0,0,3,3,2,0,normal
15,2,2,2,4,15,58,0,50,5,7,0,normal
0,0,0,0,0,0,0,0,2,2,2,0,normal
160,6,6,4,2,15,153,0,1,1,1,0,normal
0,0,0,0,0,0,2,0,3,3,3,0,normal
13,2,2,0,2,5,12,0,1,1,1,0,normal
70,2,2,2,2,21,121,0,57,6,6,0,normal
59,3,3,2,0,2,56,0,1,1,1,0,normal
0,0,0,0,2,5,11,0,19,8,8,0,normal
61,3,3,4,2,10,65,0,10,5,5,0,normal
83,7,6,2,5,17,77,0,6,5,5,0,normal
20,3,3,4,1,11,43,0,27,4,4,0,normal
0,0,0,2,2,10,26,0,34,7,7,0,normal
30,4,3,2,2,11,25,0,6,4,4,0,normal
16,3,3,0,3,5,15,0,4,4,4,0,normal
70,4,4,4,5,20,66,0,1,1,1,0,normal
0,0,0,2,0,3,10,0,13,4,4,0,normal
26,2,2,2,2,11,23,0,3,3,3,0,normal
13,2,2,0,2,6,12,0,5,4,4,0,normal
32,3,3,2,2,17,31,0,2,2,2,0,normal
14,2,3,0,2,6,13,0,6,5,5,0,normal
105,3,3,2,0,15,105,0,1,1,1,0,normal
95,2,2,2,0,2,93,0,1,1,1,0,normal
4,2,2,0,2,1,3,0,3,3,3,0,normal
56,7,7,4,4,24,49,0,1,1,1,0,normal
39,4,5,2,2,16,34,0,3,3,2,0,normal
20,6,6,0,2,8,15,0,2,2,2,0,normal
50,3,3,4,0,7,48,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,2,2,2,0,normal
13,2,2,0,2,6,12,0,4,4,4,0,normal
14,2,2,2,0,7,14,0,1,1,1,0,normal
15,2,2,0,2,8,14,0,1,1,1,0,normal
31,5,5,3,2,14,28,0,2,2,2,0,normal
27,3,3,3,2,8,23,0,4,3,3,0,normal
15,4,2,0,3,5,13,0,11,7,7,0,normal
27,2,3,2,1,12,27,0,2,2,2,0,normal
120,2,2,1,0,22,120,0,1,1,1,0,normal
4,2,2,1,2,6,12,0,16,6,6,0,normal
0,0,0,2,0,4,10,0,13,5,5,0,normal
32,5,5,0,6,11,29,0,13,7,7,0,normal
17,2,2,0,0,6,17,0,1,1,1,0,normal
19,5,5,6,0,1,19,0,2,2,2,0,normal
17,2,2,0,2,6,16,0,3,3,3,0,normal
7,2,2,2,0,1,7,0,3,2,2,0,normal
13,2,2,0,2,5,12,0,2,2,2,0,normal
3,2,2,0,0,2,5,0,3,3,3,0,normal
40,2,2,0,0,3,40,0,1,1,1,0,normal
7,2,2,2,0,1,5,0,2,2,2,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
32,2,2,2,2,12,29,0,3,3,3,0,normal
0,0,0,0,0,0,0,0,2,2,2,0,normal
8,2,2,0,2,3,7,0,1,1,1,0,normal
3,2,2,0,0,2,3,0,1,1,1,0,normal
124,2,2,0,0,3,124,0,2,2,2,0,normal
31,2,2,2,0,2,29,0,1,1,1,0,normal
17,3,3,0,2,5,16,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,2,2,2,0,normal
91,2,2,0,0,22,91,0,1,1,1,0,normal
6,2,2,2,0,1,4,0,1,1,1,0,normal
34,2,2,2,2,13,31,0,2,2,2,0,normal
33,4,4,2,4,12,27,0,1,1,1,0,normal
15,3,3,2,0,5,12,0,1,1,1,0,normal
27,2,2,2,2,12,24,0,2,2,2,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
0,0,0,0,2,8,19,0,25,6,6,0,normal
0,0,0,2,0,2,15,0,16,4,4,0,normal
0,0,0,0,2,5,13,0,15,3,3,0,normal
78,5,5,2,6,25,75,0,17,10,10,0,normal
88,4,4,0,4,51,86,0,10,7,7,0,normal
0,0,0,0,0,0,0,0,0,0,0,0,normal
103,2,2,1,0,32,103,0,1,1,1,0,normal
4,2,2,1,0,1,2,0,7,3,3,0,normal
0,0,0,0,0,0,0,0,7,2,2,0,normal
100,2,2,0,2,12,99,0,9,5,5,0,normal
17,2,2,2,0,3,15,0,2,2,2,0,normal
0,0,0,0,0,0,1,0,2,2,2,0,normal
22,2,2,2,2,7,20,0,2,2,2,0,normal
4,3,3,0,0,0,4,0,2,2,2,0,normal
64,3,3,2,2,18,61,0,1,1,1,0,normal
4,2,2,0,2,1,3,0,1,1,1,0,normal
25,2,2,2,0,8,23,0,2,2,2,0,normal
0,0,0,0,0,0,0,0,2,1,1,0,normal
56,3,3,4,4,20,49,0,0,0,0,0,normal
1,1,1,0,1,0,0,0,1,1,1,0,normal
9,2,2,0,1,5,9,0,1,1,1,0,normal
5,2,2,0,0,3,5,0,1,1,1,0,normal
2,2,2,0,1,1,2,0,5,5,5,0,normal
148,5,5,4,1,11,146,0,0,0,0,0,normal
7,5,4,0,1,0,6,0,5,4,4,0,normal
33,4,3,1,3,14,33,0,14,9,8,0,normal
120,2,2,0,2,77,119,0,4,3,4,0,normal
20,4,4,7,0,2,18,0,0,0,0,0,normal
0,0,0,0,0,0,0,0,2,2,2,0,normal
21,2,2,2,2,6,20,0,5,4,4,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
19,2,2,2,2,7,18,0,6,5,5,0,normal
21,2,2,2,2,7,20,0,3,3,3,0,normal
4,2,2,0,2,1,3,0,3,3,3,0,normal
21,5,5,2,0,6,21,0,3,3,3,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
13,2,2,0,2,5,12,0,5,4,4,0,normal
0,0,0,0,0,0,0,0,2,2,2,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
106,2,2,2,0,12,104,0,3,2,2,0,normal
28,2,2,0,2,10,27,0,2,2,2,0,normal
39,2,2,2,0,4,37,0,15,2,2,0,normal
13,2,2,0,2,5,12,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
28,5,2,0,0,13,28,0,1,1,1,0,normal
85,3,4,2,0,27,83,0,1,1,1,0,normal
1,1,1,0,0,0,1,0,2,2,2,0,normal
4,2,2,0,2,1,3,0,1,1,1,0,normal
11,2,2,0,0,5,11,0,1,1,1,0,normal
2,2,2,0,0,1,2,0,0,0,0,0,normal
6,2,2,2,0,2,4,0,1,1,1,0,normal
68,2,2,0,2,8,67,0,1,1,1,0,normal
76,2,2,2,0,2,74,0,2,2,2,0,normal
16,2,2,0,2,6,15,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,1,1,1,0,normal
83,4,4,2,0,11,81,0,2,2,2,0,normal
17,3,3,0,2,5,16,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,3,2,2,0,normal
80,2,2,0,0,8,80,0,4,3,3,0,normal
83,2,2,2,0,2,81,0,1,1,1,0,normal
5,2,2,0,2,2,4,0,2,2,2,0,normal
16,2,2,0,0,5,16,0,2,2,2,0,normal
234,2,2,0,0,1,234,0,1,1,1,0,normal
41,5,5,3,0,6,38,0,1,1,1,0,normal
24,4,4,3,2,7,23,0,5,4,4,0,normal
70,3,3,0,0,0,70,0,1,1,1,0,normal
17,2,2,2,0,2,15,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,2,2,2,0,normal
13,2,2,0,2,5,12,0,3,3,3,0,normal
27,3,3,3,0,7,26,0,3,2,2,0,normal
54,2,2,0,0,0,54,0,2,2,2,0,normal
38,2,2,2,0,2,36,0,1,1,1,0,normal
1,1,1,0,1,0,0,0,1,1,1,0,normal
17,2,2,0,3,5,16,0,3,3,3,0,normal
7,2,2,1,0,4,6,0,1,1,1,0,normal
16,2,2,1,2,6,15,0,4,4,4,0,normal
3,3,2,1,1,0,1,0,2,2,2,0,normal
10,2,2,0,1,6,10,0,1,1,1,0,normal
50,2,2,0,0,9,50,0,1,1,1,0,normal
77,2,2,0,0,0,77,0,2,2,2,0,normal
16,2,2,2,0,2,14,0,1,1,1,0,normal
21,2,2,2,2,9,18,0,1,1,1,0,normal
7,2,2,0,2,1,6,0,2,2,2,0,normal
11,2,2,2,0,6,9,0,1,1,1,0,normal
0,0,0,0,0,0,0,0,0,0,0,0,normal
13,2,2,0,2,5,12,0,2,2,2,0,normal
2,2,2,0,0,0,2,0,1,1,1,0,normal
